query_id,dataset_name,tier,split
5cd5d501b3a6,Mathematical Reasoning,easy,train
5cd8379b75b7,Coding,easy,train
5ce3c40f3491,General Knowledge,easy,train
5d7ff4f006bb,Coding,easy,train
5ddc9a1ea0df,General Knowledge,easy,val
5df7b846dff9,General Knowledge,easy,val
5e0a4f5a243a,Coding,medium,train
5e1376a36319,General Knowledge,easy,train
5e2d605fa55b,General Knowledge,medium,train
5e3a7501dcc5,Coding,hard,train
5e5c209cc6a3,Coding,easy,train
5e5d99b6ca4f,Coding,easy,test
5e97212f9f17,General Knowledge,easy,train
5ed68e1e866e,General Knowledge,easy,train
5efbfa323c82,Coding,medium,val
5efe2add716f,Coding,easy,train
5f01d55bfa9b,General Knowledge,easy,train
5f39ab23d423,Coding,easy,train
5f541b5c6545,General Knowledge,easy,test
5f5bac59462f,Coding,hard,train
5fb71fc74bc7,General Knowledge,easy,train
5fc2141d1152,General Knowledge,easy,train
5fef1be61c3a,General Knowledge,easy,train
602a477496e5,Coding,easy,train
6040408a33d8,General Knowledge,easy,train
60458c43a29e,General Knowledge,easy,train
6071251f1817,General Knowledge,easy,train
607455cbf908,Mathematical Reasoning,hard,train
609b33f710ec,Coding,easy,val
60bcfa0b50bc,Coding,easy,train
60bffbcadf65,General Knowledge,easy,train
60cc93bcf339,Coding,hard,train
60ed7bedd827,Coding,easy,train
610fe15d4b00,Scientific Questionnaire,medium,train
6116d31a4b03,Coding,easy,train
6116d8dcc7e1,General Knowledge,easy,train
61548a05fdf7,General Knowledge,medium,train
61f94f3213c5,Coding,easy,train
61fc23db11e5,Mathematical Reasoning,hard,val
6216aa4b9d69,General Knowledge,easy,val
6223ff72366c,Coding,easy,train
6286bf354701,Coding,easy,train
628be95a64f6,Coding,hard,val
62ba127ba27c,Coding,easy,val
630d0a3fa115,General Knowledge,easy,test
6315eb46c5bc,Coding,hard,train
6322302046b7,Scientific Questionnaire,medium,train
6341e7e3f4d4,General Knowledge,medium,train
63531898f0a3,Coding,easy,train
6363b445e979,Coding,easy,test
63a040cec1f7,Coding,medium,train
63cc2f43a072,Coding,easy,val
63d9ffb94908,General Knowledge,easy,val
6420e124e24c,General Knowledge,medium,val
64273a23a92c,Mathematical Reasoning,easy,val
642ce853a23c,Coding,easy,train
643a0dfaf526,Coding,easy,train
645550ee8cd0,Coding,easy,test
6473a6e65ae3,Scientific Questionnaire,medium,train
64a8822a3146,Coding,medium,train
64af2df6379b,General Knowledge,easy,train
64c9b82f3b5f,Scientific Questionnaire,easy,train
64d30bb8c594,General Knowledge,easy,train
64e7967aa050,Coding,hard,train
653d54a0ffc5,Coding,medium,train
65510db6f79e,Coding,easy,train
65f53178b958,Coding,medium,train
65f80396c53f,General Knowledge,medium,train
660255db964d,General Knowledge,easy,train
6621b6263234,Mathematical Reasoning,easy,train
6647bb0292f4,General Knowledge,hard,train
668dbb55fd5f,Scientific Questionnaire,easy,train
669b030f000a,General Knowledge,easy,train
66d3aa9994f5,Coding,medium,test
670db3849fdf,Coding,medium,train
6755348ca6dc,Mathematical Reasoning,easy,train
67573bf90e28,General Knowledge,easy,train
675aeac9d9ec,General Knowledge,easy,val
6776f7c966f9,General Knowledge,easy,train
6789e0d13046,Coding,easy,train
67bb5d327242,Coding,easy,train
6809259015c8,General Knowledge,easy,val
6812b9336a84,General Knowledge,easy,test
68577e223b0f,Coding,medium,train
687113ba6a65,Coding,easy,train
6899f8066df1,Coding,easy,train
69717b0ac243,Coding,easy,val
699489c568c3,Coding,easy,train
69a9924bbb3f,General Knowledge,easy,train
69b14d1af6a1,Competitive Math,medium,val
69ce6a81f30d,Coding,easy,val
69e2aea29d8b,General Knowledge,easy,test
69e52c85e7a7,General Knowledge,easy,test
6a0c3041639d,General Knowledge,easy,train
6a0ce8338b99,General Knowledge,easy,val
6a38a3286c48,Mathematical Reasoning,medium,train
6a53a55cafd0,General Knowledge,hard,train
6a8ef11a6a89,Coding,medium,test
6aa1836f5aa1,General Knowledge,easy,train
6aa375840cd7,Coding,easy,val
6aa7ca2ae1ab,General Knowledge,easy,train
6ab4ac19992d,General Knowledge,easy,test
6ad8c1f61757,Coding,medium,val
6ae47bec82ba,General Knowledge,easy,train
6b1a933eafb0,Coding,medium,train
6b5e0b9a696b,Coding,medium,train
6b75d49bae00,Coding,hard,train
6b990d614e6e,Scientific Questionnaire,easy,val
6bce7e012f25,General Knowledge,easy,val
6bd89f2ced8e,Coding,easy,train
6bf5eeb07579,Competitive Math,medium,train
6c2431ce1445,Coding,easy,test
6c55230ea064,Coding,medium,train
6c7d70d65cf7,General Knowledge,easy,train
6c9efc223dab,Coding,easy,test
6cc6aa997941,General Knowledge,hard,train
6cd80234ac56,General Knowledge,easy,train
6cd980be63bd,General Knowledge,hard,val
6cf0590d7610,Scientific Questionnaire,easy,train
6cfa139b716c,General Knowledge,easy,test
6d3b3b77f6d9,General Knowledge,hard,val
6d45aca51d5e,General Knowledge,easy,test
6d74d0a5e034,Coding,medium,train
6d8f44aeea6a,General Knowledge,easy,train
6d90f2fdea43,General Knowledge,medium,train
6d9166ddb605,General Knowledge,medium,val
6defe20c2a43,Coding,easy,train
6df3684c7c20,General Knowledge,easy,val
6df41f1b2b1f,General Knowledge,easy,val
6e1385332dd9,Coding,easy,train
6e8afb51620f,Coding,hard,val
6eb1d43ebe1c,Coding,hard,train
6eca0353b009,Coding,medium,test
6efa3aba87a5,Coding,easy,val
6f03f46f8c61,Coding,medium,val
6f265ed8bda2,General Knowledge,easy,train
6f678ba96a00,Coding,easy,train
6f85a840b36f,Coding,medium,train
6f977faf32a4,Coding,easy,train
6fa5d94d6ff9,Coding,easy,train
6fb5d0404e7d,Coding,easy,train
6fba6acfbe26,Coding,easy,train
7042e11329a5,Coding,easy,train
7047382f4578,Coding,easy,train
707f27ffab2e,General Knowledge,easy,test
709137d857c8,General Knowledge,easy,train
70fa3c88515f,General Knowledge,easy,train
710e520217af,Coding,easy,train
71162bedafac,General Knowledge,easy,train
711aa39d7cc7,Coding,easy,train
717443fc683d,Coding,easy,train
71e5110629bc,General Knowledge,easy,test
71e882ee8bc2,Scientific Questionnaire,easy,test
72250dd494ed,Coding,easy,train
722d31ba5c86,Scientific Questionnaire,easy,train
723062148ab7,Coding,easy,train
727c0b673459,General Knowledge,medium,train
727ca4260ca7,General Knowledge,easy,train
727f06c24c76,General Knowledge,easy,test
728fac2746c9,General Knowledge,easy,train
72996deaf29e,Coding,easy,test
729ac679b813,Scientific Questionnaire,easy,train
729f7b746d90,General Knowledge,easy,val
72a771892aed,Coding,medium,train
72e02188a950,Coding,easy,train
72ef84c7543c,Coding,medium,train
7349b332389c,General Knowledge,easy,train
7353af9e4205,Coding,hard,val
7382ea1ad0ab,Scientific Questionnaire,easy,val
7414d5358e13,General Knowledge,easy,train
742e8632f0f0,Coding,medium,train
74527d112b44,General Knowledge,easy,train
745285b9d99c,Coding,easy,train
746533ada8b4,Coding,easy,train
7481120fda6c,Coding,easy,train
748c37ab4ac9,General Knowledge,easy,train
74cda5a3da0c,Coding,medium,train
74dfdef263e7,Coding,easy,train
74ef561a70ae,General Knowledge,easy,train
74f02dbc9292,Coding,medium,train
74f8b0561508,Coding,medium,train
74fb7aed708e,Coding,easy,train
753dafc5b638,Coding,medium,train
756733f13568,Coding,hard,test
7599a6385d44,Coding,easy,train
762e19a26bbc,Coding,easy,train
765c183f02b5,General Knowledge,easy,val
76981bc70fe8,Coding,easy,train
76b5aae0a617,General Knowledge,easy,train
76ca79715e2c,General Knowledge,easy,train
76d4515e9524,General Knowledge,easy,train
76fa41520434,Coding,easy,train
770bc9f9ff1b,Mathematical Reasoning,hard,val
77492555af58,General Knowledge,easy,train
77981c248acc,General Knowledge,easy,train
77bb858c48b5,Mathematical Reasoning,easy,train
77f5a9e44c79,General Knowledge,easy,train
781023847ae0,Coding,easy,train
78216cb32441,Coding,hard,train
78454c8a8faa,Coding,easy,train
786f768c14ef,General Knowledge,medium,train
78922094c39f,General Knowledge,easy,train
78988d901998,Coding,easy,train
78b301d62b26,Mathematical Reasoning,easy,train
78dcfda21e2e,General Knowledge,easy,test
78fa3bd9b15f,General Knowledge,hard,test
795426ebf819,Coding,easy,train
796a28b9aa43,General Knowledge,easy,test
799270db15f5,General Knowledge,medium,train
79b08d98531c,Coding,medium,train
7a2bb5f5ddc9,Coding,easy,train
7a37a55d1115,Coding,easy,train
7a7c7541f76e,Mathematical Reasoning,medium,test
7aa714581ff4,Coding,easy,train
7aa8eea2bb54,General Knowledge,easy,test
7ad5b9b90a0d,General Knowledge,easy,train
7aec2042297d,General Knowledge,easy,train
7b4eb5d2c7a2,Coding,easy,train
7b9fd32d6a69,General Knowledge,easy,train
7baf57f60983,General Knowledge,easy,train
7bb37e04a74f,General Knowledge,hard,train
7c110ac18ea2,Coding,easy,train
7c8b44fc6e3a,Coding,hard,train
7ca167aac5ff,General Knowledge,hard,train
7cec0606f16c,General Knowledge,hard,train
7cf47f6860f4,Coding,easy,train
7d0a34176a27,General Knowledge,medium,train
7d6d72255d39,General Knowledge,easy,train
7d83ede9d21e,Coding,medium,train
7d89d4ac993f,General Knowledge,easy,train
7de747b924b7,Coding,easy,train
7df32b0e36c9,General Knowledge,easy,train
7dfbcafde880,General Knowledge,easy,val
7e02694526ca,Coding,easy,train
7e37f988b96a,Coding,medium,train
7e5aa21ce2dc,Coding,medium,test
7e8ad0f74cfb,General Knowledge,easy,train
7e92b7826026,Coding,medium,test
7e9520477456,General Knowledge,medium,train
7ea1f76ba86d,General Knowledge,hard,train
7eb000d67cbd,Coding,easy,train
7ec9f259ac2d,Coding,easy,train
7edd25ed8dbd,Coding,easy,train
7ef9166ae6e1,Coding,easy,val
7effc3296996,Coding,easy,test
7f4fc3c42091,General Knowledge,easy,val
7f9c6b45d705,Coding,easy,train
7f9d0ca95732,Coding,medium,train
7fe027ef5827,Competitive Math,medium,train
802d6bd9f0b3,Coding,easy,train
8090617c134b,General Knowledge,medium,train
80aa840f7319,General Knowledge,easy,val
80bffb76d885,Competitive Math,medium,test
80ce6986f8c0,Coding,easy,train
80fad7559cc1,Coding,medium,val
81075f150d1a,General Knowledge,easy,train
8119ba6ec445,General Knowledge,easy,test
8150310fbed4,General Knowledge,easy,val
818dfafaba58,General Knowledge,easy,test
8229a20d6785,Scientific Questionnaire,easy,train
828d51a6c168,General Knowledge,easy,train
82ba69ff300e,General Knowledge,easy,train
82f9e759a4f0,General Knowledge,easy,train
830c300aba2c,General Knowledge,easy,train
83335cb23239,Mathematical Reasoning,easy,test
833e1906f593,Coding,medium,train
8348e1c428ef,Scientific Questionnaire,easy,train
83593de09c62,Coding,easy,train
8386595d23d4,Scientific Questionnaire,easy,train
838bb0c1f8fc,General Knowledge,easy,train
8392f23f78c1,General Knowledge,easy,train
83e1d7e1ab64,Coding,easy,test
842bd725725a,General Knowledge,easy,test
84361a08f12d,Coding,easy,train
8441e667b89a,Mathematical Reasoning,easy,train
84421985ad93,General Knowledge,easy,train
84b120e2c28f,General Knowledge,easy,test
850a84638f9a,General Knowledge,easy,train
851fb78c01dc,Scientific Questionnaire,medium,test
8540d61c70cd,Mathematical Reasoning,easy,train
854dd5ba3ac4,Coding,medium,train
855d227064cb,General Knowledge,easy,test
856f620f6b1e,General Knowledge,easy,train
8585911bb215,General Knowledge,easy,train
859059e70bb1,Coding,hard,train
8598d06e0fcc,Coding,easy,val
859d2de10dc1,General Knowledge,medium,train
85b40d5c69e0,General Knowledge,easy,test
85b5bd031faa,Coding,easy,test
85bb71d4a49a,Mathematical Reasoning,medium,train
85c1e3c920a2,General Knowledge,easy,test
85ede5b8555f,General Knowledge,medium,train
85f0f877ae9c,Coding,medium,train
85fbbc572d26,General Knowledge,easy,test
866072d88dc6,Coding,easy,train
8664847a92cc,General Knowledge,easy,val
86927890c846,Coding,easy,val
86b26941c196,General Knowledge,easy,train
86b6e63c3738,Coding,easy,val
86caba87e57c,General Knowledge,hard,train
86e6e48be2b5,Coding,easy,test
86e8d42966db,General Knowledge,easy,val
86ec7daaa0ee,Coding,easy,train
86fdb69518f5,General Knowledge,easy,test
8741cfecf069,General Knowledge,medium,train
87828233405a,Coding,easy,train
8797a7ca4159,General Knowledge,hard,train
87ec69fd4c35,Coding,easy,train
87f241cbe654,General Knowledge,easy,train
881362c4c5f9,General Knowledge,easy,train
883aaabeeef9,General Knowledge,easy,train
8853593bc4bc,General Knowledge,medium,val
88aaf070b59f,General Knowledge,easy,test
88afcdda6eee,Coding,easy,train
891419b59ec9,Coding,medium,train
894fbfd71b11,Coding,medium,val
894fe08e2751,General Knowledge,easy,train
897c128d9472,General Knowledge,easy,val
8a050dec2b65,Coding,hard,train
8a555d7eabfa,Coding,easy,train
8a69edbef842,Scientific Questionnaire,hard,train
8a7ff97cdb61,General Knowledge,easy,train
8a907899bf6a,Coding,easy,train
8aa4c8f354e9,Coding,medium,train
8ab2d85a88ec,Scientific Questionnaire,hard,train
8abd6b3eab85,Coding,easy,test
8ad1d6ea3d51,Coding,medium,train
8b05bae96106,General Knowledge,easy,train
8b6115d8b26b,Coding,easy,test
8bc6d3909940,Coding,hard,train
8bcaeb0d0df0,Coding,hard,test
8bf5b94606b9,Coding,medium,train
8c010f661157,General Knowledge,easy,train
8c0f8ad48600,General Knowledge,hard,train
8c349741e29b,General Knowledge,easy,train
8c8ca4688651,Coding,easy,train
8ca1c4ece77e,General Knowledge,hard,test
8cdb54b67635,Coding,medium,val
8d0421e595c7,Competitive Math,medium,train
8d1bbc982a2e,Coding,easy,train
8d355bf7ae0d,General Knowledge,hard,train
8d37c8bd5a5f,Coding,easy,test
8d534f21673c,Mathematical Reasoning,medium,test
8d7f8a18b61b,Coding,medium,test
8dc4cc18c885,General Knowledge,easy,train
8dc98e87b567,Coding,hard,train
8dd061ded371,Coding,easy,train
8de2c5064e42,Scientific Questionnaire,hard,train
8e31767d4e85,Scientific Questionnaire,medium,test
8e5717e2049c,Coding,easy,train
8e6d3ddca302,Coding,easy,train
8e9b56b89a78,Coding,hard,train
8ec2aa6328a8,General Knowledge,easy,train
8ed9f570efdc,General Knowledge,hard,train
8edc93a9b099,Scientific Questionnaire,easy,train
8ef378056bb8,Coding,easy,train
8f30a8d58b3e,General Knowledge,easy,train
8f4afcaf617e,General Knowledge,easy,test
8f58a6d4e81c,General Knowledge,easy,val
8f5a808ff306,Coding,medium,train
8f621e6db349,Coding,easy,train
8f84cb377d52,General Knowledge,easy,train
8fd7ebdf8be4,Coding,easy,test
8fe2514a2594,Coding,easy,test
900596b7f53d,General Knowledge,easy,train
900fbca3a71f,Coding,easy,train
901e28787aaf,General Knowledge,easy,train
903e7d39312d,General Knowledge,easy,val
904fe3baa39e,General Knowledge,easy,train
9057d70171d1,Mathematical Reasoning,easy,train
9066027cdd05,General Knowledge,easy,val
907941d441fe,General Knowledge,hard,test
907cc1ec395e,Scientific Questionnaire,medium,train
90a86c9f3263,General Knowledge,easy,train
90aea6c434e5,General Knowledge,easy,train
90c3d02e9d62,Coding,easy,train
90ed595571a4,General Knowledge,easy,train
910c96c0edc3,Coding,medium,val
911584e7b694,Coding,easy,test
91665fc05ec9,General Knowledge,easy,train
916ac7272e19,Coding,medium,train
919678aa3672,General Knowledge,hard,val
919bb42551b1,General Knowledge,easy,test
91ddc4b76d1b,Coding,easy,val
91f91b3cae68,Coding,medium,train
9238b62a45b7,Coding,easy,train
92406c7077c8,Coding,easy,test
925a862fe03b,Coding,medium,train
9265bf6ee2d2,General Knowledge,easy,train
93318e5cde01,General Knowledge,easy,test
938fddb20ff8,General Knowledge,easy,train
939dc3c5ee3e,Coding,hard,test
93a5c6d937c5,General Knowledge,easy,test
93ae9ebe7c30,General Knowledge,easy,train
93d77e9f23e3,General Knowledge,easy,test
93deae8ed9eb,Coding,easy,train
9400253d1c61,Coding,easy,train
941fc9b2bf8e,General Knowledge,easy,train
9469e729d700,Coding,easy,train
94a4de25fd36,Coding,easy,train
94fa0e1df476,General Knowledge,easy,val
95033b01d44e,General Knowledge,easy,train
950c8d3c6be3,Coding,medium,test
956247a45921,General Knowledge,easy,val
9587831f6760,General Knowledge,easy,test
95a69a42117b,Coding,easy,val
95bccff6d97a,General Knowledge,easy,test
95cdbf6ff165,Coding,easy,test
95eee5cf1f4b,Coding,easy,train
9605625c16aa,General Knowledge,easy,val
961ef16de077,Coding,hard,train
962dfed2363f,Coding,easy,val
966b99236ec9,Coding,medium,train
9678de58ab84,Coding,hard,test
9679a53ee49e,Mathematical Reasoning,easy,val
96846e5dbdb5,Coding,easy,train
96905e2b41e7,Coding,medium,test
96c367fcbad2,General Knowledge,easy,train
96f828494eee,Competitive Math,easy,train
970816ea4305,General Knowledge,easy,train
9736bdb45f01,General Knowledge,hard,test
9784283d4b1c,Coding,easy,test
9788dceec818,Coding,hard,train
97eb99dbde1b,Coding,easy,test
9807a87671f5,General Knowledge,medium,train
981883b8426a,General Knowledge,easy,test
9825e075b77d,General Knowledge,easy,val
9831a4fb106e,Coding,medium,val
98351f25e8b0,Coding,easy,train
983be5408e8f,General Knowledge,easy,train
9849e460c1a0,General Knowledge,medium,test
9850e8d42b1f,Coding,medium,train
98ad3ee26b97,General Knowledge,easy,train
993e77326862,General Knowledge,easy,train
9959f73ee097,General Knowledge,easy,val
996002b80641,General Knowledge,easy,train
99677b59eb29,Scientific Questionnaire,easy,test
9995a6d7de38,Coding,medium,train
99e0d70914f2,General Knowledge,medium,train
99e89632101b,Coding,hard,train
9a026d637136,Coding,easy,test
9a04f849bab9,Coding,easy,test
9a0b3c98bd34,General Knowledge,easy,train
9a4a5d26adc1,Competitive Math,easy,train
9a511c4a3fd8,General Knowledge,easy,val
9a6e952b9138,Coding,medium,test
9a7b9962a70e,Coding,easy,train
9a92a51650b2,Coding,medium,train
9ab04951bb45,Scientific Questionnaire,easy,test
9ac4a21daf4f,General Knowledge,easy,train
9ac74d3d164a,General Knowledge,easy,train
9ae3a11cd71b,General Knowledge,medium,train
9b08f388b313,Coding,easy,train
9b0b3c092888,Coding,easy,train
9b1614533f73,General Knowledge,easy,train
9b8d959d86e1,General Knowledge,hard,test
9bcdc74d31cb,Scientific Questionnaire,easy,train
9bf57c9df7c1,Coding,easy,train
9bfda8d00fb7,Coding,easy,train
9c01a36875a1,Scientific Questionnaire,medium,train
9c0e58f14d6f,Coding,easy,train
9c11c50d27cc,General Knowledge,easy,train
9c1f8d9db90c,General Knowledge,easy,train
9c39d40f59f2,General Knowledge,medium,train
9c683c9bfcce,Coding,easy,train
9c68595daec4,General Knowledge,easy,val
9c97eccc8ace,Coding,easy,test
9cd447343017,Coding,hard,train
9ce53a251640,Coding,easy,train
9ce8b47302c3,Coding,easy,train
9cea1aec8cc2,Coding,easy,train
9cf966c9171b,General Knowledge,easy,train
9d14fe65d07d,Coding,medium,train
9d290ee57eb3,General Knowledge,easy,train
9d58c85bcf3a,General Knowledge,easy,train
9d7a9403fc12,Scientific Questionnaire,medium,train
9d7d731eccbf,Coding,medium,train
9db12aeb2e60,Scientific Questionnaire,easy,train
9dbe0b1ec76d,General Knowledge,easy,train
9de2a958333e,Competitive Math,hard,test
9e1117de6264,Coding,easy,val
9e204faa07ae,Scientific Questionnaire,easy,test
9e47c88c7dfb,Coding,easy,train
9e5d3fadeab4,Mathematical Reasoning,easy,test
9e671b6d7e3e,Scientific Questionnaire,hard,val
9e67ee3dc818,Coding,medium,train
9e835bfcbbb3,Mathematical Reasoning,easy,train
9e8773f0c73b,General Knowledge,easy,train
9e984aee2614,Coding,medium,train
9eac58c6f258,Coding,easy,train
9ebcd3882e23,Scientific Questionnaire,easy,test
9ec1eca4f51e,General Knowledge,medium,val
9efff87360d4,General Knowledge,easy,train
9f077f3c0f52,General Knowledge,easy,train
9f19c268556d,General Knowledge,easy,val
9f3a61605ce5,General Knowledge,easy,train
9f40a2f9dd10,General Knowledge,hard,train
9f9923183f7a,Mathematical Reasoning,easy,test
9fe9debcd80b,Scientific Questionnaire,easy,train
a021aa01d51e,General Knowledge,easy,test
a02a32d2d0d2,General Knowledge,easy,train
a04ee7d4052e,Coding,easy,val
a056fba2f435,Scientific Questionnaire,medium,train
a0708d1ea626,General Knowledge,easy,train
a085e4099fcc,Coding,medium,train
a0b07c68ad67,Coding,medium,train
a0b43b09335f,General Knowledge,hard,train
a0b60f176548,Mathematical Reasoning,medium,train
a0b89181984a,Coding,easy,test
a0bab9d633b4,Mathematical Reasoning,hard,test
a0c528bb514d,Coding,medium,train
a0e1678c1690,General Knowledge,medium,test
a1497eb3940d,General Knowledge,easy,test
a1637bfd0599,General Knowledge,easy,train
a18269b9ece0,General Knowledge,medium,train
a1cc8502a748,General Knowledge,easy,test
a1d385536574,Scientific Questionnaire,medium,val
a219c62658ff,General Knowledge,easy,train
a273ec99018e,Coding,easy,train
a29b03b1405f,Coding,medium,val
a2a0c7dada7b,General Knowledge,easy,val
a2c654d2ffee,Scientific Questionnaire,hard,train
a2cb6e63a042,General Knowledge,medium,train
a2e8030170f3,Coding,easy,train
a30154acfb2c,General Knowledge,medium,train
a303c322eda1,General Knowledge,easy,train
a30b5f612608,Coding,easy,train
a321473e6858,General Knowledge,hard,train
a3b1a1e4db05,General Knowledge,easy,test
a3c32f3ab117,Coding,easy,train
a3cbede2ee7a,General Knowledge,easy,train
a42200a9688e,Scientific Questionnaire,easy,val
a43dfd8d4fa9,Scientific Questionnaire,easy,train
a4458e521f23,General Knowledge,easy,train
a44e9ac9adfb,General Knowledge,medium,train
a477bf287a08,General Knowledge,easy,train
a4af0bff47ec,General Knowledge,medium,train
a4cb6302cc48,General Knowledge,easy,train
a5191177815a,Coding,easy,train
a52aa6a1bdd4,Coding,easy,val
a56585f8fbf8,Coding,medium,train
a579f939ff37,Coding,medium,train
a585dc11b08d,Coding,easy,train
a59d4ba9d766,Scientific Questionnaire,medium,train
a5a3cf084920,General Knowledge,hard,train
a5ad382c19f3,General Knowledge,hard,train
a5beae9befb6,General Knowledge,easy,train
a5c1ed31ee57,General Knowledge,hard,train
a62e1a0b8935,Coding,easy,train
a65a69b65cc3,Coding,easy,val
a661b95e77d1,General Knowledge,medium,test
a697e06cc4af,General Knowledge,easy,train
a6b8a6947524,General Knowledge,easy,train
a6daadaa62a1,Coding,hard,train
a6e3f5967848,General Knowledge,easy,train
a74e402a143c,General Knowledge,hard,val
a757e415bb68,General Knowledge,medium,test
a76df8c1983c,Coding,easy,train
a79ce21d979b,Coding,easy,train
a7b0e3d6a8ee,Coding,medium,val
a7c20c3d3aa3,General Knowledge,easy,train
a7c6a3bcf9db,General Knowledge,hard,train
a7d058f38dd8,General Knowledge,easy,test
a7f9df0d3636,Scientific Questionnaire,easy,train
a7fccec1a1e3,General Knowledge,easy,train
a80d16f94a7a,Coding,medium,train
a81da53896b1,General Knowledge,easy,val
a8281ee20ad3,General Knowledge,easy,train
a85e88f66003,General Knowledge,easy,train
a873cbfab176,Coding,easy,train
a87865c9cf1e,Coding,easy,train
a8955c0bebae,Coding,easy,val
a895cf61c575,Coding,easy,train
a89c76e36f14,Coding,easy,val
a8beb4e1d20f,General Knowledge,easy,val
a8db2fae36ba,General Knowledge,easy,train
a90766fb5293,General Knowledge,easy,train
a90bf08d27c3,Coding,easy,train
a920ba95697e,Coding,easy,train
a94827a086a4,Coding,easy,train
a94cfa56feca,Coding,easy,train
a985c52c215d,Coding,medium,train
a9ac44fbdb8e,Coding,easy,train
a9bc55d8fad0,Coding,easy,train
a9d829e8b868,Coding,easy,train
a9ef80d150de,General Knowledge,medium,train
aa01835b15eb,Competitive Math,easy,test
aa243210c025,Coding,easy,train
aa320d266c22,General Knowledge,easy,test
aa5b418e2920,General Knowledge,easy,val
aab1b5d7eba9,Coding,easy,train
aaf3cf6e2581,General Knowledge,easy,train
ab035eb6a86f,General Knowledge,easy,train
ab2ec1badbcb,General Knowledge,easy,train
ab348b8f9e81,General Knowledge,easy,train
ab6228767a01,Coding,easy,val
ab6cb22c876f,Coding,easy,train
ab8627fc70d0,General Knowledge,hard,train
ab8e18a8d66b,General Knowledge,hard,val
aba7c36a0519,General Knowledge,easy,train
ababff7ff1ea,General Knowledge,easy,train
abd92b38b755,Scientific Questionnaire,easy,val
abeff4ca2564,Coding,easy,val
ac03ee5b94c4,Coding,easy,train
ac0561549dd6,General Knowledge,medium,train
ac1427ed3a31,Coding,easy,train
ac19044687ec,Coding,easy,val
ac1e2a887a12,Coding,hard,test
ac33a4fdb601,Mathematical Reasoning,easy,test
ac5dc9a7a1bc,General Knowledge,easy,test
ac8b97c8fb9e,Coding,easy,train
acacd573a729,General Knowledge,easy,test
acd424f9f715,Coding,medium,train
ace9c6db9763,Coding,easy,test
acf1052861d5,Mathematical Reasoning,hard,train
ad075d0abfd9,Coding,easy,train
ad4ccebb2d72,Coding,medium,test
ad79b67e7fa1,Coding,easy,train
ad96be567f7f,Coding,medium,train
ada841d6d409,Coding,easy,val
add36998773d,General Knowledge,easy,train
ae2944c1d432,General Knowledge,easy,train
ae5e260a7fa1,General Knowledge,easy,train
ae8205fe2af1,Coding,easy,val
ae8fabe7319a,General Knowledge,easy,test
aeb406bde090,Mathematical Reasoning,easy,test
aec41a5c1e06,General Knowledge,easy,train
aec691abc5fc,Coding,easy,train
aee564b177bd,General Knowledge,medium,val
aeed93a8a844,Coding,easy,test
aeef00301cf9,Coding,hard,val
af2a20052a8c,General Knowledge,easy,train
af2b0c4ff51d,Coding,easy,train
af352475ccbb,Coding,medium,train
af51a4716afd,Coding,easy,train
af7ac11ace5a,Coding,easy,val
af8390d21870,General Knowledge,easy,train
af87ea665e85,General Knowledge,easy,train
afcd10e26502,Coding,easy,val
afd5d7088948,Coding,medium,test
afdd82c771d8,General Knowledge,easy,val
b01cabf77344,Coding,easy,train
b0284ce1591f,Coding,easy,train
b02856875f6d,General Knowledge,easy,train
b0928d8f514a,General Knowledge,easy,train
b09363dcd70c,General Knowledge,easy,train
b0952f434dee,Coding,easy,train
b0a294731c10,Coding,medium,val
b0b6e7d883a5,General Knowledge,easy,test
b0e820a80b0c,Coding,easy,train
b0f4510e84a2,Coding,easy,train
b1053aefc1b1,Mathematical Reasoning,hard,train
b133d5fb749d,Mathematical Reasoning,easy,train
b165b789cc0a,General Knowledge,easy,train
b16d40fb7e8a,General Knowledge,hard,test
b1930d60dc72,Coding,hard,train
b19b55a7067e,General Knowledge,easy,train
b1cfe1122231,Scientific Questionnaire,easy,val
b1dea8455281,Coding,easy,train
b1e473fcb32e,General Knowledge,easy,train
b2263fb8bbfe,Coding,easy,train
b2479fc324c0,General Knowledge,easy,val
b2486bc27650,Coding,easy,val
b24fa3bf0857,General Knowledge,medium,train
b254353fc3b7,General Knowledge,easy,train
b279f6ea27d6,Coding,easy,val
b2901854ea87,Coding,medium,train
b2a5d5155244,General Knowledge,easy,train
b2fc88dfb51b,General Knowledge,easy,train
b32cd8a8df5f,Coding,easy,train
b34caad260ca,Coding,easy,train
b45175d8e45f,Coding,easy,train
b454d2d08d98,Coding,hard,train
b459a7d8783c,Coding,hard,test
b46d4ea38714,General Knowledge,easy,test
b52404af2cda,Scientific Questionnaire,medium,test
b5935c3061ea,General Knowledge,easy,train
b5998e52c456,General Knowledge,easy,val
b617edb610ff,General Knowledge,easy,train
b6193f06c587,Coding,medium,train
b61d9c241cd4,Coding,easy,train
b63d2fddada4,General Knowledge,easy,train
b6485885342f,Coding,easy,train
b64d902e0fab,General Knowledge,easy,train
b66035777ebc,General Knowledge,easy,val
b66c89a072d0,General Knowledge,hard,train
b67d88272fdf,Coding,easy,train
b6c04dfcb13e,Coding,easy,train
b6c68c51655b,Coding,medium,train
b6d825cfc394,Coding,easy,train
b70543824c08,General Knowledge,easy,train
b723a4de397c,General Knowledge,easy,train
b72b0f833564,Coding,medium,train
